UUID,PlayStation 5,PlayStation 4,PlayStation 3,Xbox Series X/S,Xbox One,Xbox 360,Nintendo Switch,Nintendo WiiU,Nintendo Wii,Nintendo DS,PC,Mobile
734b8ec2-b2bf-4c32-b780-2783ebdc6613,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE
1f84bde7-7ffc-44da-aa7a-334f8020e6a7,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
c2d4ad56-9ffc-491b-aade-c3cfad20260d,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
cd3ccb3e-306b-4a28-9746-892f7a2df58c,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE
0ec2ff46-96ec-4210-a6f1-a080c876df7f,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
0b49a7c9-44e6-41ff-9aed-19a61e60ae22,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE
540c3b7e-1956-499e-abf1-e1e99e2132a9,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
c62d8780-9007-43f7-ae7d-8920bcf3ec19,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
82b75821-bc72-4ad3-bd61-938e3a4e3462,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
833124e2-fe9f-4227-9533-aa2ba0dd5216,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
31dd3e70-5d65-4845-8b06-8e58b0707a2a,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
667bb76b-bc83-477a-a336-508112b39040,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
68afa144-542a-42ed-a566-edfdb8d6b23a,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE
6bd69651-f5fe-482e-8fa8-923812c0a546,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
687cc18a-712a-42e3-bca0-b5379cf3477f,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
9e519433-bee4-44a9-ba50-32fb95baaef4,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
ec7f30eb-9f74-426d-9563-a2ac3c392734,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE
324e11c6-2537-4d71-97d9-5f1633b79aa4,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
6d2e008c-d33f-4eac-872d-acffb417277f,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE
f1454600-f6ca-47fb-8e09-d80c89f24bc0,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
3290fafb-5535-49bd-adab-8e8871332806,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE
3aed6178-dc96-4d76-8e32-466d12dd5f70,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
ec689ceb-febc-4b7e-9b11-3fc81f8338cb,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE
0e4aba06-b812-4bce-8f45-b625fd2f37a4,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
f849d228-a03b-49cd-977c-52d9f4dd52d8,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE
0495d092-9661-4101-9985-13180f78f75a,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
5d5f7f04-4649-40ea-9aa4-a3065332f01c,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
6789481d-1642-4b9b-bb5b-caf1825d350e,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
755603e9-9604-4cc3-a4f5-1d28fdc7be7f,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
eb09098f-2ee0-4862-94c1-a92937dceaa9,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
684889b9-c253-4be3-ad26-b876e01d1a2b,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE
a2a48c1a-a6f9-4ad3-b795-b4f2674a166a,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE
cf2a3e3d-0560-4c88-a49a-42aa3d5faab1,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
878b7e80-df3c-46cd-9865-41c950198de4,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE
5e7ace82-d8ce-4106-be3d-18d9c516bf15,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
7add56f5-5777-4022-b5ed-c466283e9473,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
ca29da02-d9f4-4e59-b040-f6b744c128d9,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
28b725ec-a530-40cc-be85-bca2758458ae,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE
08011039-209b-4808-85c1-ecc11e364317,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE
e92b9e3e-42f9-4692-b3f9-e0a0353a5aae,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE
f69c8fdc-f78b-4558-b638-afb0898c03df,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE
4521829b-64af-4f52-831f-312085196ca3,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE
700bc6fe-d312-48cb-9d4c-1a6b7bb3a380,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
d4138fbd-cc34-4a0d-ab82-c3da1b5153ed,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE
6a87221a-e30e-4f3c-b12a-d562d95e7079,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
8a66334f-0a28-43f4-99a3-00ceba1b36d8,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
374674fe-a521-4592-9715-735cbe240688,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
31041818-0540-47b0-abe3-caef683c1ffb,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
97e0ed62-4ac2-4a38-a983-d6a8cc70808d,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
a82d4a84-173a-4f92-ad9c-1181f160c819,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
05383a41-580d-44ef-be81-9ff247d821fc,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
7075a5bc-68a3-41dd-9c94-3511e59024ad,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
adc0c2af-5683-4f31-bae3-43e9d196a5ad,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
a37ece4e-0a20-4a1c-b401-91f7766e1ca9,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
b4e774e4-5875-4ec4-9f8b-438c1d130b23,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
5b78db0b-aa2c-4d4b-8b50-fcb5570e6ce8,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
738baea8-0563-4570-9455-3f85a796c197,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE
21fdbf92-7eb3-4425-841c-23339a2ebcf4,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2df1e8ce-3fd0-4e8f-b2a7-fd7d28932a98,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
eda5e5dd-bbd5-44c3-b343-4259afa60dfa,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
dfb3d860-90b3-4e7a-8ee1-af5fbabebe23,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE
9a6037f0-22ed-4b29-984b-a0c635b744a0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE
b26f756b-048f-4682-b363-02d15df21f67,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE
ef9b8a49-cf93-4ded-81e5-d852265259fb,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE
ad6bbd03-3391-4502-ab7c-d99280db3443,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE
3fea8347-8c26-4fa1-91d5-2050cd833265,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
362a1cb1-8165-4e8f-82cc-a2c7b4518183,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
1c7ab034-c8ec-47c9-a255-2cb60746889c,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
25be8a5e-efd9-4eba-947b-922aab46926c,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE
7c1cf350-48ac-4651-909a-3360edffe356,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE
e99ef8e0-8a64-4569-94e2-926e468eb4c8,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
f53d6724-b144-4143-999e-1f02570c7dcb,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
8b02b0b0-ec2c-4cb9-b6bf-940914fc68f9,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
9b609b7e-f597-40f1-998e-8af8d857bc98,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
23ca103d-bffd-495f-b008-1661120812a9,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE
fe3c8600-c134-4a51-bd2a-556704322b9e,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
935bbeda-8484-483c-ad4d-c41631c42d09,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
9d9919fe-1e30-44ef-8fd5-dbd7fc43b973,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE
8dce3b94-7c8b-4e5e-88c8-973eb93c6bdf,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
a05e988d-9e01-42e1-987f-4ccad056af9b,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE
05883987-f374-471a-a379-8e3c524c3711,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
681cc6a8-4ef1-4a83-b079-89bfad70ab53,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
b3fd4abb-85fe-441f-9246-b0e102405036,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
9300c414-375c-4477-a12d-c811195652ab,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE
0a95ebfd-cbd9-48ba-a932-046d999f748c,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE
2b82d1b9-b2ac-45b0-a3a1-b4ec8cd532b0,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE
65d6a168-8e00-4a06-acaa-77f54f7b6b36,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE
ea5862b3-8fd8-44de-bcae-6ed6293c3480,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE
7401fd0d-a586-4f71-90c5-eb2efc82e34f,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
7b72505f-e899-48b3-b968-4d64beaf3709,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
3c76943f-1417-4414-b983-effa30c1cae0,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
1736b5d4-4426-4a92-b146-6a45b1dec743,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
daa9d7fb-0882-4019-9a2c-4ca961bfae98,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
5814dab3-c019-4c2c-93fe-c0dbb1a068ec,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
ae8d8d1d-0aa5-41c9-b320-cd763d9d5b96,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
fbafa107-1a9d-47d5-b2cd-ea5babb7cbda,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE
7effe59e-1c84-4997-9563-5d9332bf89b4,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE
d251e9ac-afd0-416c-bb52-39db1674d965,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
91bcbacb-191c-4ee1-a9bd-5e6ff45136f2,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE
23c9396a-2da5-4e2b-a8ad-da49725e2480,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
2c56cc10-2850-4357-9a47-34d011e2e210,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
6f0dac16-9d51-4b85-b7bc-8a46da668b91,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
714b1463-0a3a-454c-a930-ea8604ffefb4,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
eadd6177-6f67-417f-84f9-99841fe0359e,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE
eec03ab0-4f0f-48f7-9783-d0aaf54245df,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE
8ee6688a-88e1-48b8-8790-e87330c1452d,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
f9f84b7d-1299-4b8d-9b4c-6f26745e558c,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE
5f72ec5f-9b9c-4fe9-945e-a1877433b0c6,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
6be034f7-0aaa-4a6f-b854-2f16ef1b9d08,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
05aba7f9-a80e-4c0a-a6fe-f2c7a38eb573,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
03aa9d76-aa4f-430a-bb28-ac4bfbeed3b5,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
b8912141-88c5-486c-b83b-1aa4256a6c87,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE
4a6b1045-4a39-4cb7-bbbe-7a3bb5f1463d,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
c54965c4-c94a-49e3-b804-e258941c5917,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE
f8613d35-cece-4f64-b746-68314aebe395,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
8ce796bf-cb59-4328-9ce2-2a8fb73df294,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE
d427a975-ff82-4ac3-8b51-05bc6c80f8de,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE
af0fab88-5856-4392-8914-f5af571ab06c,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
1810b0ba-6776-4bea-a560-ed74a6628983,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
b71c5517-fef1-40ce-9ac2-e1bd622ba50b,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE
0593f374-2844-48a2-8020-22bd05bca38f,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE
7743b9b4-5434-4dda-b3c8-b2b4e4b0bc79,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE
53b0a66b-32e0-4cae-879c-0f2dea0ad769,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
7566b190-ae47-415b-b27f-dba81be9b543,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE
6c0b0374-a024-43c9-8b41-e097f479c254,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
a9f9faed-3498-4821-9409-89924bc4bf0b,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE
22194e2a-a38d-4f66-ac86-83e84d2dbaed,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
d3b4a6fa-3f34-4c52-99c1-56120195f2ef,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE
ee80462b-e653-4185-9493-fde96f5c173d,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE
829b418a-f90d-46eb-8c3c-f54f25f6c741,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE
90182659-049a-47b6-bd1b-bfe747f3766a,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
f9f0e152-c4cf-4ffd-837d-b1882b92592e,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE
1f4009ef-38d0-4f4f-904b-544336b5a83c,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
95e666fc-75f1-4be5-ba5d-dc95accef9d6,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
c8fd04f5-007c-4459-a7e5-ba6f25287ed3,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE
b70db959-a80d-4c0e-ba51-acae1dd88f4b,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
6c177c44-3906-4638-b52b-e09251290fe6,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
11b642dc-658e-4c6c-bae0-bbc91085bafd,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
8deebc24-2aab-4bef-aba1-7f7f63f93fe7,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
6eb6ca4e-0e73-4fba-adbc-8ba9608293c9,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE
bf670f20-7f70-4734-ba28-45c7643cce39,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE
bb4ecf7e-b4a5-4c0a-a67c-e4a2f43ed80b,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
4cad0fc1-debd-4c21-92e9-8c88db7a5e71,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE
683fa6b4-3731-4dcb-adc1-072855c35e26,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
a1bd1d71-3ae5-4bfc-a337-a54d28b41ab2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
803fa51a-de89-46b6-b44d-97fc8d2c2ed9,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE
0744c1a1-a91c-47c4-8eff-7d989eb26ea9,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
789ea33a-5038-4c9a-958a-772742eac7bc,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
969bd54b-5b3f-4de6-8219-5180d40efd89,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
8d2395bb-dd85-40d9-9980-54deb14ec2d7,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
1df85d28-4a3f-499f-acac-d8708cfec64d,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE
13cec45c-51de-4adb-a7f9-8b32d1d89535,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
216eaf54-3403-4e99-bbef-2203c3c4b816,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
3fb331cd-6e95-4f12-bbbe-3a1193616617,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
7b164304-7d6c-44e3-8c67-e34aa80401bb,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
a779c591-c7e5-4951-9cee-0adc200e19c7,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE
1aab7ff7-7615-451e-b5a0-43d725c7a736,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE
11817025-25fd-4e1d-b58d-15e2801e370d,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
a03c280a-92ea-4d5d-becc-c452c5f95f11,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE
